,price
142,0.000501961590291094
143,0.0005003245523492953
144,0.0005009984784486554
145,0.0006356303763954064
146,0.0007064855457657869
147,0.0007090683174101485
148,0.0007212797361195578
149,0.0007202846698123624
150,0.0007479480169559456
151,0.0007489283054841754
152,0.0007531653149820322
153,0.0007495089671274929
154,0.0007522262486632781
155,0.0007524193566934846
156,0.0007522451383065665
157,0.0007577519738288675
158,0.000762818520521226
159,0.0007727382618616316
160,0.0007813267409054042
161,0.0007837450848005677
162,0.0007837635516963604
163,0.0007453251037686338
164,0.0007387509245830305
165,0.0007382866983141782
166,0.0007238189387721917
167,0.0007224188534702283
168,0.0007299038660731093
169,0.0007302832587661372
170,0.0007330227257110867
171,0.0006877420243071692
172,0.0006753994719461395
173,0.00067708816907456
174,0.0006768214608903308
175,0.0005427534449916207
176,0.0004545750558192332
177,0.0004516139259285312
178,0.00042875899809810157
179,0.00042843690693866607
180,0.00037005449147937757
181,0.0003681422100499509
182,0.00036484305152733936
183,0.000370719573443142
184,0.0003712780969616472
185,0.00037130540503590797
186,0.00038096610903818045
187,0.00035771232150152033
188,0.00035450382998922404
189,0.00036245131911113304
190,0.00035618326730929475
191,0.000350628178645541
192,0.0003620139919982373
193,0.00038077144320561594
194,0.0003882297965841209
195,0.00040625660016176704
196,0.000429805019858533
197,0.00042331131630248664
198,0.0004076972285872958
199,0.0004029672062182984
200,0.0003983908985421129
201,0.0003966204520936562
202,0.0004181606667255222
203,0.0004244279666802432
204,0.0004341514933074136
205,0.00046566334540203976
206,0.00046352975035361346
207,0.0004618186346219893
208,0.000479589138346633
209,0.0004787726221240229
210,0.00048314581623480493
211,0.000489746060158566
212,0.0005044568352676766
213,0.0005094534579327352
214,0.000511460453745438
215,0.0005112852664795066
216,0.0005045644732355549
217,0.0005433793770645359
218,0.00054285407430768
219,0.0005254239489595056
220,0.0005245118894679668
221,0.0005338274970218239
222,0.0005294683197318493
223,0.0005184377996312613
224,0.0005131754533296938
225,0.0005001115534285941
226,0.0005192604191865647
227,0.0005387415642851678
228,0.0005420173295144152
229,0.0005421946322560093
230,0.0005443289089287616
231,0.0005513707620610627
232,0.0005370928649843573
233,0.0005343169922999165
234,0.0005160680455878294
235,0.0004965650509455129
236,0.0004953930614039567
237,0.0004961495043428514
238,0.0004647910876154245
239,0.00046272068156205627
240,0.0004570627220969369
241,0.0004372010454972296
242,0.000403592150502118
243,0.00040325598307043814
244,0.00039219077729170214
245,0.00039442558062650576
246,0.0003661363309918939
247,0.0003386311436789874
248,0.0003192110618787367
249,0.00033758361736027024
250,0.00033594573344320497
251,0.00033313467259091174
252,0.0003334559730111012
253,0.00033925554521470325
254,0.000350051487540861
255,0.0003370611454896645
256,0.0002915176839320157
257,0.00026478874945993477
258,0.00027408307305531267
259,0.00028012603236554206
260,0.0002777088662319765
261,0.0002653376881645991
262,0.0002586702144596286
263,0.00027202922390713103
264,0.0002773859946576135
265,0.00027314872169742054
266,0.00027494711729386835
267,0.00026900151049573384
268,0.0002650025942607578
269,0.0003474535170057309
270,0.00034559161843847504
271,0.0003433243664634508
272,0.0004074226305756662
273,0.0004237598036008167
274,0.00044704165192418615
275,0.00045283587275471833
276,0.00046980365692206197
277,0.00048000858434385887
278,0.0004901034093081038
279,0.0004894103284996888
280,0.0004918626308671458
281,0.0005097778938694178
282,0.0005125348678144927
283,0.0005172483786164201
284,0.0005290030194501678
285,0.0005287547659538652
286,0.0005497829658977012
287,0.0005545608869290707
288,0.0005532480927839572
289,0.0005542481779218617
290,0.000561922916401876
291,0.0005643920902656507
292,0.0005657135957790987
293,0.0005652564734922563
294,0.0005679562776491511
295,0.0005833793703049105
296,0.0005954725689883747
297,0.0005956617655886067
298,0.0005963624827733208
299,0.0005422833820759066
300,0.0005506980022781537
301,0.0005579600179243834
302,0.0005184641081360494
303,0.0004929497522749629
304,0.0004822976307363126
305,0.00046923029478345763
306,0.00046252930111545374
307,0.00045656899019934485
308,0.00044460600359535546
309,0.0004595867768476492
310,0.0004626000016953504
311,0.00044376932501801614
312,0.0004437698880389097
313,0.0004502971227085999
314,0.00046454782333226765
315,0.00048159664719741517
316,0.000456720960743743
317,0.0004493134512029401
318,0.0004687537547458261
319,0.0004669628611495157
320,0.0005216445715673456
321,0.0005873145342167343
322,0.000578398154392888
323,0.0005747722122386528
324,0.0005624585647032684
325,0.0006066718980265586
326,0.0005899331047806985
327,0.0005904600170214042
328,0.0005901176393389164
329,0.0006618284494796404
330,0.0006645489218262344
331,0.0006515228957372749
332,0.0006536387017804386
333,0.0006728049503655601
334,0.0006900428747639322
335,0.0007250343632666014
336,0.0007296015240478463
337,0.0007435188497002234
338,0.0007414114173288423
339,0.0007383119256905088
340,0.0007843673208916766
341,0.0007835902294096846
342,0.00079886926113635
343,0.0008125525192184576
344,0.000992945245261212
345,0.0010271984300461614
346,0.001027333358944618
347,0.0010324845454471447
348,0.0010747685103724223
349,0.0010756202690742468
350,0.0010804950898938058
351,0.0010687786160610588
352,0.0010650109659788927
353,0.0011545986335285167
354,0.001165651764215662
355,0.0011485727597704096
356,0.001225095922241838
357,0.0012263319126101303
358,0.0012510436938404862
359,0.0012664962236658074
360,0.0015662051591706948
361,0.001573739682221873
362,0.001574637762681485
363,0.0015658831764478781
364,0.0015555278753909966
365,0.001542477774878161
366,0.00153963141186856
367,0.0015313374978278974
368,0.0015335651457807496
369,0.0015329886889408765
370,0.0015226171038245162
371,0.0015216885031006369
372,0.0015105553853432205
373,0.0015051335476051206
374,0.0013853130712981757
375,0.0013602323387209804
376,0.0013601697737598084
377,0.001357253463411945
378,0.0013209173075068741
379,0.0013600921476936056
380,0.0013237506002759236
381,0.0013136165141874707
382,0.001313477053763165
383,0.0012414726719953896
384,0.0012347454237761663
385,0.001223973752204923
386,0.0011469039505889627
387,0.0011461904844980416
388,0.0011080723716109923
389,0.0010413545792935803
390,0.0005601642877461336
391,0.0008781446487418963
392,0.0008734708889931565
393,0.0008756149490339827
394,0.0008771846194562618
395,0.0008775407283236618
396,0.0008771066035347976
397,0.000877132315717612
398,0.0008690862558991666
399,0.0008682073019172294
400,0.0008584648222316008
401,0.0008631132495592973
402,0.0008621401247905824
403,0.0008574872626456597
404,0.0008495088364556838
405,0.0008452073252597074
406,0.0008505404526088617
407,0.0008500549514142961
408,0.0008405774370025107
409,0.0007711601416768303
410,0.0007696567135636215
411,0.0007741142333621406
412,0.000774170667724742
413,0.0007738141330656223
414,0.0007675557951533433
415,0.0007677755658915603
416,0.0007487194455923395
417,0.0007487281310959533
418,0.0007420501796785188
419,0.0007151714981101434
420,0.0007174600201921568
421,0.00024086975888760193
422,0.0002449043857326983
423,0.00023294928264584147
424,0.00022969737549183606
425,0.00023087790237314893
426,0.0002313273091067612
427,0.00023132819612666527
428,0.00023163452798708272
429,0.0002469858771750922
430,0.0002492751492905539
431,0.00023211363963026915
432,0.0002405694458025205
433,0.0002517209806789563
434,0.0002516198647549351
435,0.00026133309480910776
436,0.00023892282503265295
437,0.0002461231533978671
438,0.000237316643712526
439,0.00024022525798311976
440,0.00024220644408847286
441,0.00023007001173411463
442,0.0002297269578112406
443,0.00022969324411674637
444,0.00023558428889679185
445,0.0002371929157110635
446,0.00023709105166119367
447,0.00024035973782477504
448,0.00024254542351347902
449,0.000253167409274934
450,0.00024602628184671864
451,0.00024546172399242253
452,0.00025507140856846405
453,0.0002551350964790867
454,0.00025518863949601425
455,0.0002554087632511718
456,0.00025744663563254783
457,0.00026673424522644004
458,0.00026693902366856136
459,0.00025529683674503704
460,0.000255396744549663
461,0.0002564733722466121
462,0.0002536095143144388
463,0.00024033360913898713
464,0.0002515303668566373
465,0.0002488089259225884
466,0.0002607257350014909
467,0.0002548457897798686
468,0.00025961468761134034
469,0.0002552472195940358
470,0.00026218035069113855
471,0.00026749681340255634
472,0.00027115057636842527
473,0.00030277116896277115
474,0.00029805962961786873
475,0.00031080681985614603
476,0.0003220937817438684
477,0.0003202069295453412
478,0.0003214058044605488
479,0.0003244888027542662
480,0.000322684486986975
481,0.0003225493062262138
482,0.0003066081710181677
483,0.00030842256328498694
484,0.00030636109069954646
485,0.000306091583335281
486,0.00030672909147891575
487,0.00029513069392875436
488,0.00029352159094165014
489,0.0002934038571481473
490,0.0003000014551753298
491,0.00030160732142019744
492,0.00029413299547071504
493,0.0003008932041854761
494,0.0002840460623811075
495,0.00028157266767887075
496,0.0002757281312040399
497,0.0002725535070319274
498,0.0002651305581495483
499,0.00026775299841148815
500,0.0002668971074173896
501,0.00025938437363613135
502,0.0002505894266372634
503,0.00022716540357356328
504,0.00022706913215527727
505,0.00022451689140087232
506,0.00021144257838905808
507,0.00021228421740957803
508,0.00021057560285012703
509,0.00019286430925594564
510,0.00020686397962173714
511,0.00021102495410484125
512,0.00021085515646230692
513,0.00022666002378689094
514,0.00023477270143476507
515,0.0002316644466230896
516,0.00022543687876881428
517,0.0002243881959388778
518,0.0002284230488059154
519,0.00022869940246952387
520,0.00023229178541747054
521,0.000221767044924368
522,0.0002392712768750514
523,0.0002352911861280817
524,0.0002357612516429505
525,0.0002387694816229146
526,0.00024250310391979904
527,0.0002485646386428162
528,0.0002478574423180891
529,0.00025279862593901247
530,0.00025392125886385255
531,0.0002466935475053216
532,0.0002456245992397943
533,0.00025009065160462964
534,0.0002476692212724507
535,0.0002433534081169886
536,0.0002463238201540197
537,0.00024581353353296217
538,0.0002454744667572014
539,0.0002636392575527031
540,0.0002463161235995965
541,0.0002486378523667274
542,0.00025341060242942555
543,0.0002427934893760085
544,0.00023582994816650279
545,0.0002428845748051043
546,0.00024886283753121054
547,0.0002507259374058679
548,0.0002466010094841782
549,0.0002642928210944967
550,0.0002578950907944828
551,0.0002632971493089819
552,0.00024938129619690366
553,0.0002644461273452039
554,0.00026389711450032976
555,0.000278332388705177
556,0.0002867137100096104
557,0.0002874033843124658
558,0.0002914021220660971
559,0.00029226702852438297
560,0.0003008627362708197
561,0.00030298555699542176
562,0.00030186925533721634
563,0.0002952466613448939
564,0.00029472391797873154
565,0.0003000861017562456
566,0.0003023922699472626
567,0.00030352387392035545
568,0.00031338439011279915
569,0.00030719975461987936
570,0.00031649141755670874
571,0.00031429055192734015
572,0.0003066513452626888
573,0.0003077580446909939
574,0.0003109239216380605
575,0.000308246663069634
576,0.00031612527537551677
577,0.00033205140225590023
578,0.0003363042203449201
579,0.0003192961019111594
580,0.0003389641016491996
581,0.0003381752416525992
582,0.000340558121270031
583,0.0003330325934043258
584,0.0003600072009163242
585,0.0003524518808811598
586,0.0003458646550109394
587,0.00034693932406834117
588,0.00034453948421373886
589,0.0003345545395697525
590,0.0003497676969080814
591,0.00034848410470725234
592,0.00034814911185213835
593,0.00034964503366678615
594,0.00035125695377839284
595,0.0003500729106660558
596,0.0003455193304956548
597,0.000343457615142826
598,0.0003378976983687864
599,0.0003274670643737237
600,0.00032278324016684365
601,0.0003247421775455224
602,0.0003248774773266594
603,0.0003216562547564285
604,0.0003219659103543141
605,0.0003395825558830397
606,0.0003314896418861182
607,0.0003126880177139875
608,0.00030509520697201707
609,0.0003123756852151159
610,0.0002875007593342138
611,0.0002867695836075559
612,0.0002909268026772235
613,0.000289923746126917
614,0.0002593654143323607
615,0.000304702950030341
616,0.00030251630874927307
617,0.00029444543400065703
618,0.0002950903680919882
619,0.0002884445201569934
620,0.00026427494791287016
621,0.00026736151719088146
622,0.000276081689571341
623,0.0002770459468716509
624,0.0002838417411369441
625,0.00028428904253863994
626,0.0002842241371265412
627,0.0002875754525989502
628,0.0002885073430971622
629,0.0002878044745892939
630,0.00029556366112559333
631,0.0003038310751335207
632,0.00030327983865114
633,0.0003032836862360671
634,0.00030215327090663685
635,0.00027433493181223267
636,0.0002865146615069889
637,0.00028355417888114085
638,0.000330781915696072
639,0.00035592898454340046
640,0.00035604684518034737
641,0.00036824888540228193
642,0.000366942792359706
643,0.00036709524803481015
644,0.0003793856904858313
645,0.0003482322988260669
646,0.0003576593008196288
647,0.0003569210649003861
648,0.00039140829668321623
649,0.00039147218232134484
650,0.0003924899824647235
651,0.00039047798132744034
652,0.0003805984885351915
653,0.00038038837412774414
654,0.0003824296674796042
655,0.00037106034329960374
656,0.00036680170690911836
657,0.00038921157459998086
658,0.00040520832924227206
659,0.00040355206052472006
660,0.00040147688104141295
661,0.00040470350969064247
662,0.000428455073446248
663,0.0004310386048402337
664,0.0004494256611083201
665,0.0004591500703835451
666,0.00045491402699679244
667,0.0004595351230484867
668,0.00041439857574288697
669,0.0003757963204975515
670,0.0003752069515092842
671,0.00037278021015375846
672,0.00037440722765444856
673,0.00037392900610214527
674,0.00038445805331223967
675,0.0003787606459290766
676,0.0003791408558058701
677,0.00039135196899572303
678,0.0003610477903663782
679,0.0003599270522214189
680,0.00037057097532913736
681,0.00038115335941507665
682,0.0003812779858733179
683,0.00039413802052814064
684,0.0003917355976787004
685,0.00039217475953779596
686,0.00040254445914039374
687,0.0003731249197475262
688,0.00036175806907065095
689,0.00037545807705725224
690,0.0003921810630196631
691,0.0003876146231418789
692,0.0003611823307760413
693,0.00035977827834267703
694,0.00034669958117531985
695,0.00032780963171843817
696,0.0003405660470450722
697,0.00035082311748438805
698,0.00035306838931901924
699,0.0003572640798520166
700,0.00036434665382707976
701,0.00037512849831680234
702,0.0004400758786102126
703,0.0004395313093104983
704,0.0004301797635574035
705,0.0004310182464545244
706,0.00043870029363350974
707,0.0004336476925293932
708,0.00042889714994568973
709,0.00042888438493357686
710,0.00041708922457946195
711,0.0004056610943813802
712,0.00040779553474852115
713,0.00039763852517068457
714,0.0004094421359865922
715,0.0004094849258244397
716,0.0004016402183298127
717,0.00040164015969433727
718,0.0004046568081633097
719,0.00040215254924599045
720,0.000405156306070905
721,0.0004381450694532246
722,0.0004407080102301135
723,0.0004407181667913302
724,0.000442918368953629
725,0.00044336110497178243
726,0.0004554637097429965
727,0.0004469332612035698
728,0.00047411788762573856
729,0.0004753122720605384
730,0.000501483355998583
731,0.0005482239171467134
732,0.0005062932272960123
733,0.0005116135512568841
734,0.0005526516268162379
735,0.000557749285563064
736,0.0005500322386158404
737,0.0005833537178331642
738,0.0005893499703826215
739,0.0005889307935663882
740,0.0005911977748461433
741,0.0005951785591921235
742,0.000600776782497643
743,0.0005996494128105899
744,0.0005974354392642922
745,0.0005980855442855234
746,0.0006047749476234465
747,0.0006159005321654728
748,0.0006323982061558447
749,0.00065517286376287
750,0.0006449206159694488
751,0.0006297867511207508
752,0.0006298700825796508
753,0.0006383813907991387
754,0.0006358100988658559
755,0.0006359813690588617
756,0.0006247882632256134
757,0.0006445183848937754
758,0.0006319753638529038
759,0.0006345914878104651
760,0.0006353720642038467
761,0.0005894707504474511
762,0.0005881534731711834
763,0.0005925958502166008
764,0.0005604084264358946
765,0.0005547951029285385
766,0.0005988293705691304
767,0.0006677776377788317
768,0.0006913934260775087
769,0.000691529220784246
770,0.0007211164419645792
771,0.0007259704137967127
772,0.0007242694892268852
773,0.0007219925281149076
774,0.0007184676124539108
775,0.000725484688041919
776,0.0007204847616451102
777,0.0007452829421502984
778,0.000729334661135801
779,0.000711084232262564
780,0.0007183284134953399
781,0.0007106701087284501
782,0.0008610638734647736
783,0.0008559453902318835
784,0.0008605268384747238
785,0.000861353495844646
786,0.0008603430625738649
787,0.0008361866699364516
788,0.0008326351476626421
789,0.0008299605740807076
790,0.0008070940423413375
791,0.0008092567251124829
792,0.0008037913426372722
793,0.0008023932100141958
794,0.0007957292334097493
795,0.0007956445356104266
796,0.0007567621868289148
797,0.0006826725106900587
798,0.0006531123092278925
799,0.0006534549954224347
800,0.0006105998635745573
801,0.0006128275814979564
802,0.0006129990669286193
803,0.0006081343931037702
804,0.0006098053922346496
805,0.0005948233949829449
806,0.0005961364021560164
807,0.0005656658655352764
808,0.000564173628336982
809,0.000566219610335791
810,0.0005579667072124967
811,0.0005578754116267344
812,0.00025529369421588126
813,0.00028782576942154364
814,0.0002609825966991756
815,0.0002501589242576832
816,0.0002525101518915378
817,0.0002508120093862437
818,0.0002597044285099729
819,0.0002594494284986809
820,0.0002585827821048899
821,0.0002587810260968714
822,0.00025631023190764797
823,0.0002735011674172718
824,0.00028557354577039113
825,0.00029002815722697835
826,0.0002922497493753885
827,0.00028730887953566604
828,0.00031019080618023575
829,0.0003017500984071432
830,0.00030511301706903843
831,0.0003047296798703329
832,0.0003167015959294081
833,0.0003115987111980221
834,0.00031142851618430454
835,0.00032107608035943476
836,0.00032265307884516434
837,0.00032905261129083846
838,0.00032847077220975944
839,0.00032889857034945505
840,0.00032936920774812457
841,0.0003381630579182164
842,0.00033870767167805437
843,0.0003037416676423913
844,0.00030496444795854424
845,0.00032255545544367684
846,0.00034304174386738244
847,0.00034573943064383837
848,0.00034287254652702153
849,0.0003389811344582977
850,0.00034224403233589737
851,0.0003478451490129523
852,0.0003492631735459265
853,0.00034314994064018635
854,0.0003392971067845868
855,0.000334115916164365
856,0.00033338363890750674
857,0.00033748259818513706
858,0.00032605165731580666
859,0.0003274551333374234
860,0.0003199545123567676
861,0.000327256370171526
862,0.0003256281037382245
863,0.0003272491684324041
864,0.000329702328325607
865,0.000322509284238365
866,0.0003232951454340033
867,0.0003308736494757021
868,0.0003313791919790175
869,0.0003209005589774755
870,0.0003204188524155845
871,0.00030969087025510853
872,0.0003193516703783444
873,0.0003046997271364526
874,0.00030193205546948456
875,0.0002764755002249877
876,0.00026976254114993085
877,0.0002675828707637817
878,0.0002716717557697798
879,0.0002726505155042011
880,0.0002808064617117659
881,0.00027830133317779894
882,0.00028730516055129124
883,0.00028697676222005605
884,0.0002877768680419149
885,0.0002809082886350097
886,0.00027244483720272256
887,0.0002684825005929285
888,0.0002633347139954565
889,0.0002613662147168958
890,0.00026071871886915155
891,0.00025595457030354855
892,0.0002480965608801519
893,0.00025346010393983526
894,0.0002505365253323964
895,0.00025064956313261593
896,0.00024966836723021074
897,0.00023241372381594685
898,0.00024195559254113004
899,0.0002528879822553655
900,0.00025687953256834734
901,0.00026010969982688434
902,0.00024870315255153994
903,0.0002479480738635945
904,0.0002506066248896376
905,0.00025239355573368434
906,0.00023944110991037354
907,0.0002394410940296716
908,0.00023909732316642384
909,0.00026212757127541013
910,0.00025751893639775164
911,0.0002759296236384903
912,0.00028290537259787575
913,0.00028330172197264987
914,0.00028510815303641943
915,0.00028329512463706226
916,0.0002824132046995449
917,0.0002819358056610503
918,0.00028934926028985526
919,0.0002921122627972909
920,0.00029097960905629484
921,0.00031630834655524653
922,0.0003161672498878943
923,0.0003107546246860976
924,0.0003098788493980822
925,0.00031014669258469654
926,0.00030729869305513646
927,0.0003091816841669406
928,0.00030221964635282375
929,0.0003005482192064933
930,0.0002980136082197619
931,0.0002942639765664716
932,0.0002963397934379942
933,0.0002952571007415377
934,0.00030063135896283097
935,0.0003018878612170407
936,0.00029749495855392496
937,0.00030513343626634414
938,0.0003045062721607387
939,0.00027466510094101
940,0.0002684631719917298
941,0.0002541128097949307
942,0.00023791712200608704
943,0.0002373505219602989
944,0.000238907051136174
945,0.00023738148555393443
946,0.0002401334790138462
947,0.00024018788833785607
948,0.00023215170343109047
949,0.0002252288628619298
950,0.0002253229801025929
951,0.00018390070888583295
952,0.00018368555188854824
953,0.00018295554791535772
954,0.00018055329334769495
955,0.00018000842842005884
956,0.00017858085068274139
957,0.00017434429356421566
958,0.0001700411343650647
959,0.00016301952582319432
960,0.0001634219674762752
961,0.00016383104837707334
962,0.00016810233932526257
963,0.00019013417191209538
964,0.0001769110975548315
965,0.0001727920331459105
966,0.00017032166262266846
967,0.00015567238425647683
968,0.0001544938952199443
969,0.00014882038614806296
970,0.00016333084572605356
971,0.00016382411782081872
972,0.0001619595741242753
973,0.0001658354964950505
974,0.0001544226958607496
975,0.00015450429115847837
976,0.00015193539364896844
977,0.00017133087440924269
978,0.0001714915648004784
979,0.00017173470493517734
980,0.00016991242584702746
981,0.00017115354091189604
982,0.0001708871094485775
983,0.0001771588425448373
984,0.00017701212611816015
985,0.0001800684169985121
986,0.00017947334125918512
987,0.00018018066120788255
988,0.00018132040955790162
989,0.00018322459590716187
990,0.0001811597307608372
991,0.00018701154199548777
992,0.00018543957460306898
993,0.0001687787602497395
994,0.0001686688942001935
995,0.00016733356190623932
996,0.00016739438991922076
997,0.0001676864967741153
998,0.0001695404508251307
999,0.00017020048789215624
1000,0.00015653279184138855
1001,0.00015594875537444
1002,0.0001555431886621853
1003,0.00015026859779557889
1004,0.00016571022165133497
1005,0.00016571021763617193
1006,0.0001698974150151989
1007,0.00014754684989359468
1008,0.00014766425189681595
1009,0.00014776029782825884
1010,0.00015166288938557888
1011,0.0001743228127549728
1012,0.0001753064073465278
1013,0.00017093942406224438
1014,0.00016955996967415812
1015,0.0001778808033800282
1016,0.00017608109215388478
1017,0.0001865780319780752
1018,0.0002070113869067024
1019,0.00022374901530175805
1020,0.00022352558301681356
1021,0.00021930738704290474
1022,0.00022622614602219555
1023,0.0002283145725725757
1024,0.00023328351935335555
1025,0.0002314116494807212
1026,0.00023699428972577362
1027,0.00023619207508241135
1028,0.0002333475078894029
1029,0.00023313262328009625
1030,0.0002363205315936186
1031,0.00023982707298399213
1032,0.00024121291655763492
1033,0.0002418163832253887
1034,0.00023904130278138913
1035,0.00024088104571597772
1036,0.00023794348803641866
1037,0.0002378441940543207
1038,0.00023757453021377601
1039,0.00024062991793560807
1040,0.00023962842087358436
1041,0.00022374038477140606
1042,0.00022958088832402353
1043,0.00023226646860251466
1044,0.0002365422408220922
1045,0.00022704258579372023
1046,0.00022936329140036042
1047,0.00022062087849651898
1048,0.0002007779936193549
1049,0.00016957795066918855
1050,0.00017059686762311153
1051,0.00016982092177932905
1052,0.0001763920307365131
1053,0.00017831169343837365
1054,0.00017483366637882554
1055,0.0001866207259752648
1056,0.00018216084929566584
1057,0.00019122778725347352
1058,0.0001901988272686202
1059,0.00019365806373522959
1060,0.000191112200987028
1061,0.00018773711480121277
1062,0.0001875282322057167
1063,0.00018742403321511797
1064,0.000182477144025331
1065,0.00018105148676390774
1066,0.00019161201016049313
1067,0.00019188331930687421
1068,0.00019742805239150258
1069,0.0001954376841388043
1070,0.00019772448373787927
1071,0.00019936818853080686
1072,0.00019140761067647645
1073,0.00018819808703312584
1074,0.00019813430468540363
1075,0.00020726072683052046
1076,0.0002108105185520613
1077,0.00020941305332192447
1078,0.0002155857498053798
1079,0.00022206611001730043
1080,0.0002217279858280069
1081,0.0002220628277857592
1082,0.00021493841377767716
1083,0.00021386056895270736
1084,0.00021449757086989721
1085,0.0002109240509320639
1086,0.0002108963603352381
1087,0.0002035234667287975
1088,0.0002159593333924417
1089,0.0002159583839129187
1090,0.00022141869627243798
1091,0.0002224556340893907
1092,0.00022108074965926055
1093,0.00022197578337736882
1094,0.00022661273430016647
1095,0.00023590669960768467
1096,0.00022670082158445738
1097,0.00022821160442824644
1098,0.00022525817338632463
1099,0.0002236202448183316
1100,0.00021896565079521394
1101,0.0002227799965173647
1102,0.00022303266321644955
1103,0.00023329224715141106
1104,0.00022479308227491427
1105,0.00021262996223843638
1106,0.00021091045557793684
1107,0.00021067358432449375
1108,0.000218435578010639
1109,0.00021548288590283562
1110,0.00021734333489314842
1111,0.0002170262239216749
1112,0.00020588413590914078
1113,0.0002190292283483537
1114,0.00021860248054080973
1115,0.0002156339874624164
1116,0.00021567919191462802
1117,0.00022488522509895876
1118,0.00021671260891183963
1119,0.0002392054521379902
1120,0.0002354612255518734
1121,0.00023469022276831344
1122,0.00023821058693757828
1123,0.00023606060443008404
1124,0.00023411878255412644
1125,0.0002352144031729315
1126,0.00023503496373820793
1127,0.0002661438622733839
1128,0.00026591615809165256
1129,0.00026594106979101184
1130,0.00028668659979210284
1131,0.0002831626202812449
1132,0.00029411178397933095
1133,0.000287798839551603
1134,0.0002827290337279134
1135,0.00028793406611034674
1136,0.0002882679005264163
1137,0.0002993918932951725
1138,0.00030609558353456495
1139,0.00035209239776309544
1140,0.00034975503472236673
1141,0.00034996720188168803
1142,0.00036014156930918873
1143,0.0003572376803562649
1144,0.0003575421130124567
1145,0.00035455074672279734
1146,0.00035473425861165726
1147,0.00035274753791547414
1148,0.000358069705134558
1149,0.00036819793767319106
1150,0.00036588046920382804
1151,0.00041543432990647384
1152,0.0004165054634473869
1153,0.00041679925464197936
1154,0.00042403907101236105
1155,0.0004542964205478796
1156,0.000455979285463234
1157,0.0004798314470625672
1158,0.0004815412086716449
1159,0.0004933303342685868
1160,0.000490640792907505
1161,0.000491838338492175
1162,0.0004895715851794303
1163,0.0004895563663403985
1164,0.0004959440089991162
1165,0.0005387956106688392
1166,0.0005388173675211392
1167,0.0005283183985750255
1168,0.0005244499123702352
1169,0.0005222886947686392
1170,0.0005252164344960687
1171,0.0005468479217045958
1172,0.0005833922413735356
1173,0.0005841601313864337
1174,0.0005837911845057794
1175,0.0005942098760399624
1176,0.0005980536897327061
1177,0.0005971197435186656
1178,0.0005949325078535862
1179,0.0005769676823854503
